MSGs,Ses,
0,,0,,
Router 2.168.0.22
RT,RIB,
34,10,0,
Router 2.168.0.21
RT,RIB,
23,0,0,
Router 2.168.0.23
RT,RIB,
23,0,0,
Router 2.168.0.15
RT,RIB,
23,0,0,
Router 2.168.0.4
RT,RIB,
23,0,0,
Router 2.168.0.14
RT,RIB,
23,0,0,
Router 2.168.0.2
RT,RIB,
23,0,0,
Router 2.168.0.19
RT,RIB,
23,0,0,
Router 2.168.0.3
RT,RIB,
23,0,0,
Router 2.168.0.20
RT,RIB,
23,0,0,
Router 2.168.0.1
RT,RIB,
34,10,0,
Router 2.168.0.17
RT,RIB,
23,0,0,
Router 2.168.0.8
RT,RIB,
23,0,0,
Router 2.168.0.12
RT,RIB,
23,0,0,
Router 2.168.0.5
RT,RIB,
23,0,0,
Router 2.168.0.10
RT,RIB,
23,0,0,
Router 2.168.0.13
RT,RIB,
23,0,0,
Router 2.168.0.9
RT,RIB,
23,0,0,
Router 2.168.0.18
RT,RIB,
23,0,0,
Router 2.168.0.0
RT,RIB,
23,0,0,
Router 2.168.0.16
RT,RIB,
34,10,0,
Router 2.168.0.7
RT,RIB,
23,0,0,
Router 2.168.0.11
RT,RIB,
23,0,0,
