MSGs,Ses,
5139,74.5,,
Router 192.168.0.0
RT,RIB,RIB in 192.168.0.2,RIB in 192.168.0.3,RIB in 192.168.0.23,RIB in 192.168.0.24,RIB in 192.168.0.30,RIB in 192.168.0.4,RIB out 192.168.0.2,RIB out 192.168.0.3,RIB out 192.168.0.23,RIB out 192.168.0.24,RIB out 192.168.0.30,RIB out 192.168.0.4,
57,25,0,15,25,25,25,20,0,15,25,25,25,20,5139,
Router 192.168.0.2
RT,RIB,RIB in 192.168.0.12,RIB in 192.168.0.23,RIB in 192.168.0.24,RIB in 192.168.0.30,RIB in 192.168.0.3,RIB out 192.168.0.12,RIB out 192.168.0.23,RIB out 192.168.0.24,RIB out 192.168.0.30,RIB out 192.168.0.3,
56,25,25,20,25,25,5,25,20,25,25,5,5139,
Router 192.168.0.3
RT,RIB,RIB in 192.168.0.0,RIB in 192.168.0.2,RIB in 192.168.0.16,RIB in 192.168.0.4,RIB in 192.168.0.5,RIB in 192.168.0.9,RIB in 192.168.0.10,RIB in 192.168.0.23,RIB out 192.168.0.0,RIB out 192.168.0.2,RIB out 192.168.0.16,RIB out 192.168.0.4,RIB out 192.168.0.5,RIB out 192.168.0.9,RIB out 192.168.0.10,RIB out 192.168.0.23,
56,25,15,25,20,20,25,20,25,25,15,25,20,20,25,20,25,25,5139,
Router 192.168.0.4
RT,RIB,RIB in 192.168.0.0,RIB in 192.168.0.3,RIB in 192.168.0.23,RIB in 192.168.0.6,RIB in 192.168.0.14,RIB in 192.168.0.19,RIB out 192.168.0.0,RIB out 192.168.0.3,RIB out 192.168.0.23,RIB out 192.168.0.6,RIB out 192.168.0.14,RIB out 192.168.0.19,
56,25,15,15,25,25,25,20,15,15,25,25,25,20,5139,
Router 192.168.0.5
RT,RIB,RIB in 192.168.0.3,RIB in 192.168.0.24,RIB in 192.168.0.13,RIB in 192.168.0.23,RIB in 192.168.0.30,RIB out 192.168.0.3,RIB out 192.168.0.24,RIB out 192.168.0.13,RIB out 192.168.0.23,RIB out 192.168.0.30,
56,25,5,25,25,20,25,5,25,25,20,25,5139,
Router 192.168.0.6
RT,RIB,RIB in 192.168.0.4,RIB in 192.168.0.23,RIB in 192.168.0.24,RIB in 192.168.0.30,RIB in 192.168.0.7,RIB in 192.168.0.20,RIB out 192.168.0.4,RIB out 192.168.0.23,RIB out 192.168.0.24,RIB out 192.168.0.30,RIB out 192.168.0.7,RIB out 192.168.0.20,
56,25,10,15,25,25,25,25,10,15,25,25,25,25,5139,
Router 192.168.0.7
RT,RIB,RIB in 192.168.0.6,RIB out 192.168.0.6,
56,25,0,0,5139,
Router 192.168.0.8
RT,RIB,RIB in 192.168.0.23,RIB in 192.168.0.24,RIB in 192.168.0.30,RIB out 192.168.0.23,RIB out 192.168.0.24,RIB out 192.168.0.30,
56,25,5,20,25,5,20,25,5139,
Router 192.168.0.9
RT,RIB,RIB in 192.168.0.3,RIB in 192.168.0.23,RIB in 192.168.0.24,RIB in 192.168.0.10,RIB in 192.168.0.12,RIB in 192.168.0.13,RIB in 192.168.0.16,RIB in 192.168.0.30,RIB out 192.168.0.3,RIB out 192.168.0.23,RIB out 192.168.0.24,RIB out 192.168.0.10,RIB out 192.168.0.12,RIB out 192.168.0.13,RIB out 192.168.0.16,RIB out 192.168.0.30,
57,25,20,20,25,25,25,25,20,25,20,20,25,25,25,25,20,25,5139,
Router 192.168.0.10
RT,RIB,RIB in 192.168.0.3,RIB in 192.168.0.9,RIB in 192.168.0.23,RIB in 192.168.0.11,RIB out 192.168.0.3,RIB out 192.168.0.9,RIB out 192.168.0.23,RIB out 192.168.0.11,
56,25,15,15,20,25,15,15,20,25,5139,
Router 192.168.0.11
RT,RIB,RIB in 192.168.0.10,RIB out 192.168.0.10,
56,25,0,0,5139,
Router 192.168.0.12
RT,RIB,RIB in 192.168.0.2,RIB in 192.168.0.9,RIB in 192.168.0.15,RIB in 192.168.0.23,RIB out 192.168.0.2,RIB out 192.168.0.9,RIB out 192.168.0.15,RIB out 192.168.0.23,
56,25,25,10,25,15,25,10,25,15,5139,
Router 192.168.0.13
RT,RIB,RIB in 192.168.0.5,RIB in 192.168.0.9,RIB in 192.168.0.14,RIB in 192.168.0.17,RIB in 192.168.0.23,RIB out 192.168.0.5,RIB out 192.168.0.9,RIB out 192.168.0.14,RIB out 192.168.0.17,RIB out 192.168.0.23,
56,25,25,10,25,25,15,25,10,25,25,15,5139,
Router 192.168.0.14
RT,RIB,RIB in 192.168.0.4,RIB in 192.168.0.13,RIB out 192.168.0.4,RIB out 192.168.0.13,
56,25,0,0,0,0,5139,
Router 192.168.0.15
