MSGs,Ses,
312,20,,
Router 192.168.0.0
RT,RIB,RIB in 192.168.0.7,RIB in 192.168.0.1,RIB out 192.168.0.7,RIB out 192.168.0.1,
32,14,0,14,0,14,312,
Router 192.168.0.1
RT,RIB,RIB in 192.168.0.0,RIB in 192.168.0.2,RIB in 192.168.0.3,RIB in 192.168.0.6,RIB in 192.168.0.7,RIB out 192.168.0.0,RIB out 192.168.0.2,RIB out 192.168.0.3,RIB out 192.168.0.6,RIB out 192.168.0.7,
32,14,0,0,0,0,0,0,0,0,0,0,312,
Router 192.168.0.2
RT,RIB,RIB in 192.168.0.1,RIB in 192.168.0.4,RIB out 192.168.0.1,RIB out 192.168.0.4,
18,0,0,0,0,0,312,
Router 192.168.0.3
RT,RIB,RIB in 192.168.0.1,RIB out 192.168.0.1,
18,0,0,0,312,
Router 192.168.0.4
RT,RIB,RIB in 192.168.0.2,RIB out 192.168.0.2,
18,0,0,0,312,
Router 192.168.0.5
RT,RIB,RIB in 192.168.0.7,RIB out 192.168.0.7,
32,14,0,0,312,
Router 192.168.0.6
RT,RIB,RIB in 192.168.0.1,RIB in 192.168.0.7,RIB in 192.168.0.11,RIB in 192.168.0.12,RIB in 192.168.0.13,RIB in 192.168.0.14,RIB out 192.168.0.1,RIB out 192.168.0.7,RIB out 192.168.0.11,RIB out 192.168.0.12,RIB out 192.168.0.13,RIB out 192.168.0.14,
32,14,14,8,14,6,14,14,14,8,14,6,14,14,312,
Router 192.168.0.7
RT,RIB,RIB in 192.168.0.0,RIB in 192.168.0.1,RIB in 192.168.0.5,RIB in 192.168.0.6,RIB in 192.168.0.10,RIB in 192.168.0.17,RIB in 192.168.0.8,RIB in 192.168.0.9,RIB in 192.168.0.16,RIB out 192.168.0.0,RIB out 192.168.0.1,RIB out 192.168.0.5,RIB out 192.168.0.6,RIB out 192.168.0.10,RIB out 192.168.0.17,RIB out 192.168.0.8,RIB out 192.168.0.9,RIB out 192.168.0.16,
33,14,14,14,14,10,14,14,14,14,14,14,14,14,10,14,14,14,14,14,312,
Router 192.168.0.8
RT,RIB,RIB in 192.168.0.7,RIB out 192.168.0.7,
32,14,0,0,312,
Router 192.168.0.9
RT,RIB,RIB in 192.168.0.7,RIB out 192.168.0.7,
32,14,0,0,312,
Router 192.168.0.10
RT,RIB,RIB in 192.168.0.7,RIB out 192.168.0.7,
32,14,0,0,312,
Router 192.168.0.11
RT,RIB,RIB in 192.168.0.6,RIB out 192.168.0.6,
32,14,0,0,312,
Router 192.168.0.12
RT,RIB,RIB in 192.168.0.6,RIB out 192.168.0.6,
33,14,8,8,312,
Router 192.168.0.13
RT,RIB,RIB in 192.168.0.6,RIB out 192.168.0.6,
32,14,0,0,312,
Router 192.168.0.14
RT,RIB,RIB in 192.168.0.6,RIB in 192.168.0.15,RIB out 192.168.0.6,RIB out 192.168.0.15,
32,14,0,14,0,14,312,
Router 192.168.0.15
RT,RIB,RIB in 192.168.0.14,RIB out 192.168.0.14,
32,14,0,0,312,
Router 192.168.0.16
RT,RIB,RIB in 192.168.0.7,RIB in 192.168.0.18,RIB out 192.168.0.7,RIB out 192.168.0.18,
32,14,0,14,0,14,312,
Router 192.168.0.17
RT,RIB,RIB in 192.168.0.7,RIB out 192.168.0.7,
32,14,0,0,312,
