MSGs,Ses,
5344,97,,
Router 192.168.0.0
RT,RIB,RIB in 192.168.0.1,RIB out 192.168.0.1,
37,10,0,0,5344,
Router 192.168.0.1
RT,RIB,RIB in 192.168.0.0,RIB in 192.168.0.2,RIB out 192.168.0.0,RIB out 192.168.0.2,
38,10,10,10,10,10,5344,
Router 192.168.0.2
RT,RIB,RIB in 192.168.0.1,RIB in 192.168.0.11,RIB in 192.168.0.10,RIB in 192.168.0.5,RIB in 192.168.0.22,RIB in 192.168.0.9,RIB in 192.168.0.8,RIB in 192.168.0.23,RIB in 192.168.0.4,RIB in 192.168.0.7,RIB in 192.168.0.6,RIB in 192.168.0.3,RIB out 192.168.0.1,RIB out 192.168.0.11,RIB out 192.168.0.10,RIB out 192.168.0.5,RIB out 192.168.0.22,RIB out 192.168.0.9,RIB out 192.168.0.8,RIB out 192.168.0.23,RIB out 192.168.0.4,RIB out 192.168.0.7,RIB out 192.168.0.6,RIB out 192.168.0.3,
37,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,5344,
Router 192.168.0.3
RT,RIB,RIB in 192.168.0.11,RIB in 192.168.0.10,RIB in 192.168.0.2,RIB in 192.168.0.5,RIB in 192.168.0.4,RIB out 192.168.0.11,RIB out 192.168.0.10,RIB out 192.168.0.2,RIB out 192.168.0.5,RIB out 192.168.0.4,
37,10,0,0,0,0,0,0,0,0,0,0,5344,
Router 192.168.0.4
RT,RIB,RIB in 192.168.0.11,RIB in 192.168.0.10,RIB in 192.168.0.2,RIB in 192.168.0.5,RIB in 192.168.0.6,RIB in 192.168.0.7,RIB in 192.168.0.3,RIB out 192.168.0.11,RIB out 192.168.0.10,RIB out 192.168.0.2,RIB out 192.168.0.5,RIB out 192.168.0.6,RIB out 192.168.0.7,RIB out 192.168.0.3,
37,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,5344,
Router 192.168.0.5
RT,RIB,RIB in 192.168.0.27,RIB in 192.168.0.11,RIB in 192.168.0.10,RIB in 192.168.0.2,RIB in 192.168.0.22,RIB in 192.168.0.9,RIB in 192.168.0.8,RIB in 192.168.0.23,RIB in 192.168.0.4,RIB in 192.168.0.7,RIB in 192.168.0.6,RIB in 192.168.0.3,RIB out 192.168.0.27,RIB out 192.168.0.11,RIB out 192.168.0.10,RIB out 192.168.0.2,RIB out 192.168.0.22,RIB out 192.168.0.9,RIB out 192.168.0.8,RIB out 192.168.0.23,RIB out 192.168.0.4,RIB out 192.168.0.7,RIB out 192.168.0.6,RIB out 192.168.0.3,
37,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,5344,
Router 192.168.0.6
RT,RIB,RIB in 192.168.0.11,RIB in 192.168.0.10,RIB in 192.168.0.2,RIB in 192.168.0.5,RIB in 192.168.0.4,RIB in 192.168.0.7,RIB out 192.168.0.11,RIB out 192.168.0.10,RIB out 192.168.0.2,RIB out 192.168.0.5,RIB out 192.168.0.4,RIB out 192.168.0.7,
37,10,0,0,0,0,0,0,0,0,0,0,0,0,5344,
Router 192.168.0.7
RT,RIB,RIB in 192.168.0.11,RIB in 192.168.0.10,RIB in 192.168.0.2,RIB in 192.168.0.5,RIB in 192.168.0.4,RIB in 192.168.0.6,RIB out 192.168.0.11,RIB out 192.168.0.10,RIB out 192.168.0.2,RIB out 192.168.0.5,RIB out 192.168.0.4,RIB out 192.168.0.6,
37,10,0,0,0,0,0,0,0,0,0,0,0,0,5344,
Router 192.168.0.8
RT,RIB,RIB in 192.168.0.11,RIB in 192.168.0.10,RIB in 192.168.0.2,RIB in 192.168.0.5,RIB in 192.168.0.22,RIB in 192.168.0.9,RIB out 192.168.0.11,RIB out 192.168.0.10,RIB out 192.168.0.2,RIB out 192.168.0.5,RIB out 192.168.0.22,RIB out 192.168.0.9,
37,10,0,0,0,0,0,0,0,0,0,0,0,0,5344,
Router 192.168.0.9
RT,RIB,RIB in 192.168.0.11,RIB in 192.168.0.10,RIB in 192.168.0.2,RIB in 192.168.0.5,RIB in 192.168.0.22,RIB in 192.168.0.8,RIB out 192.168.0.11,RIB out 192.168.0.10,RIB out 192.168.0.2,RIB out 192.168.0.5,RIB out 192.168.0.22,RIB out 192.168.0.8,
37,10,0,0,0,0,0,0,0,0,0,0,0,0,5344,
Router 192.168.0.10
RT,RIB,RIB in 192.168.0.11,RIB in 192.168.0.22,RIB in 192.168.0.4,RIB in 192.168.0.9,RIB in 192.168.0.2,RIB in 192.168.0.8,RIB in 192.168.0.7,RIB in 192.168.0.5,RIB in 192.168.0.6,RIB in 192.168.0.23,RIB in 192.168.0.3,RIB in 192.168.0.19,RIB in 192.168.0.17,RIB in 192.168.0.18,RIB in 192.168.0.20,RIB in 192.168.0.14,RIB in 192.168.0.13,RIB in 192.168.0.15,RIB in 192.168.0.16,RIB in 192.168.0.12,RIB in 192.168.0.21,RIB out 192.168.0.11,RIB out 192.168.0.22,RIB out 192.168.0.4,RIB out 192.168.0.9,RIB out 192.168.0.2,RIB out 192.168.0.8,RIB out 192.168.0.7,RIB out 192.168.0.5,RIB out 192.168.0.6,RIB out 192.168.0.23,RIB out 192.168.0.3,RIB out 192.168.0.19,RIB out 192.168.0.17,RIB out 192.168.0.18,RIB out 192.168.0.20,RIB out 192.168.0.14,RIB out 192.168.0.13,RIB out 192.168.0.15,RIB out 192.168.0.16,RIB out 192.168.0.12,RIB out 192.168.0.21,
37,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5344,
Router 192.168.0.11
RT,RIB,RIB in 192.168.0.10,RIB in 192.168.0.22,RIB in 192.168.0.4,RIB in 192.168.0.9,RIB in 192.168.0.2,RIB in 192.168.0.8,RIB in 192.168.0.7,RIB in 192.168.0.5,RIB in 192.168.0.6,RIB in 192.168.0.23,RIB in 192.168.0.3,RIB in 192.168.0.19,RIB in 192.168.0.17,RIB in 192.168.0.18,RIB in 192.168.0.20,RIB in 192.168.0.14,RIB in 192.168.0.13,RIB in 192.168.0.15,RIB in 192.168.0.16,RIB in 192.168.0.12,RIB in 192.168.0.21,RIB out 192.168.0.10,RIB out 192.168.0.22,RIB out 192.168.0.4,RIB out 192.168.0.9,RIB out 192.168.0.2,RIB out 192.168.0.8,RIB out 192.168.0.7,RIB out 192.168.0.5,RIB out 192.168.0.6,RIB out 192.168.0.23,RIB out 192.168.0.3,RIB out 192.168.0.19,RIB out 192.168.0.17,RIB out 192.168.0.18,RIB out 192.168.0.20,RIB out 192.168.0.14,RIB out 192.168.0.13,RIB out 192.168.0.15,RIB out 192.168.0.16,RIB out 192.168.0.12,RIB out 192.168.0.21,
37,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5344,
Router 192.168.0.12
RT,RIB,RIB in 192.168.0.11,RIB in 192.168.0.10,RIB in 192.168.0.19,RIB in 192.168.0.16,RIB in 192.168.0.14,RIB in 192.168.0.13,RIB out 192.168.0.11,RIB out 192.168.0.10,RIB out 192.168.0.19,RIB out 192.168.0.16,RIB out 192.168.0.14,RIB out 192.168.0.13,
37,10,0,0,0,0,0,0,0,0,0,0,0,0,5344,
Router 192.168.0.13
RT,RIB,RIB in 192.168.0.11,RIB in 192.168.0.10,RIB in 192.168.0.19,RIB in 192.168.0.16,RIB in 192.168.0.14,RIB in 192.168.0.12,RIB out 192.168.0.11,RIB out 192.168.0.10,RIB out 192.168.0.19,RIB out 192.168.0.16,RIB out 192.168.0.14,RIB out 192.168.0.12,
37,10,0,0,0,0,0,0,0,0,0,0,0,0,5344,
Router 192.168.0.14
RT,RIB,RIB in 192.168.0.11,RIB in 192.168.0.10,RIB in 192.168.0.19,RIB in 192.168.0.16,RIB in 192.168.0.15,RIB in 192.168.0.13,RIB in 192.168.0.12,RIB out 192.168.0.11,RIB out 192.168.0.10,RIB out 192.168.0.19,RIB out 192.168.0.16,RIB out 192.168.0.15,RIB out 192.168.0.13,RIB out 192.168.0.12,
37,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,5344,
Router 192.168.0.15
RT,RIB,RIB in 192.168.0.11,RIB in 192.168.0.10,RIB in 192.168.0.19,RIB in 192.168.0.16,RIB in 192.168.0.14,RIB out 192.168.0.11,RIB out 192.168.0.10,RIB out 192.168.0.19,RIB out 192.168.0.16,RIB out 192.168.0.14,
37,10,0,0,0,0,0,0,0,0,0,0,5344,
Router 192.168.0.16
