MSGs,Ses,
5785,105,,
Router 192.168.0.0
RT,RIB,RIB in 192.168.0.10,RIB in 192.168.0.4,RIB in 192.168.0.7,RIB in 192.168.0.1,RIB in 192.168.0.2,RIB out 192.168.0.10,RIB out 192.168.0.4,RIB out 192.168.0.7,RIB out 192.168.0.1,RIB out 192.168.0.2,
66,20,0,0,0,0,0,0,0,0,0,0,5785,
Router 192.168.0.1
RT,RIB,RIB in 192.168.0.10,RIB in 192.168.0.4,RIB in 192.168.0.7,RIB in 192.168.0.3,RIB in 192.168.0.2,RIB in 192.168.0.0,RIB in 192.168.0.20,RIB in 192.168.0.6,RIB in 192.168.0.5,RIB out 192.168.0.10,RIB out 192.168.0.4,RIB out 192.168.0.7,RIB out 192.168.0.3,RIB out 192.168.0.2,RIB out 192.168.0.0,RIB out 192.168.0.20,RIB out 192.168.0.6,RIB out 192.168.0.5,
66,20,20,15,15,10,20,20,20,20,20,20,15,15,10,20,20,20,20,20,5785,
Router 192.168.0.2
RT,RIB,RIB in 192.168.0.10,RIB in 192.168.0.4,RIB in 192.168.0.7,RIB in 192.168.0.1,RIB in 192.168.0.3,RIB in 192.168.0.0,RIB out 192.168.0.10,RIB out 192.168.0.4,RIB out 192.168.0.7,RIB out 192.168.0.1,RIB out 192.168.0.3,RIB out 192.168.0.0,
66,20,20,15,15,20,10,20,20,15,15,20,10,20,5785,
Router 192.168.0.3
RT,RIB,RIB in 192.168.0.22,RIB in 192.168.0.23,RIB in 192.168.0.10,RIB in 192.168.0.4,RIB in 192.168.0.7,RIB in 192.168.0.1,RIB in 192.168.0.2,RIB out 192.168.0.22,RIB out 192.168.0.23,RIB out 192.168.0.10,RIB out 192.168.0.4,RIB out 192.168.0.7,RIB out 192.168.0.1,RIB out 192.168.0.2,
67,20,20,20,20,15,15,20,20,20,20,20,15,15,20,20,5785,
Router 192.168.0.4
