MSGs,Ses,
0,,0,,
Router 2.168.0.24
RT,RIB,
46,0,0,
Router 2.168.0.46
RT,RIB,
46,0,0,
Router 2.168.0.23
RT,RIB,
46,0,0,
Router 2.168.0.4
RT,RIB,
57,10,0,
Router 2.168.0.22
RT,RIB,
46,0,0,
Router 2.168.0.27
RT,RIB,
46,0,0,
Router 2.168.0.21
RT,RIB,
46,0,0,
Router 2.168.0.5
RT,RIB,
46,0,0,
Router 2.168.0.15
RT,RIB,
46,0,0,
Router 2.168.0.29
RT,RIB,
46,0,0,
Router 2.168.0.18
RT,RIB,
46,0,0,
Router 2.168.0.6
RT,RIB,
46,0,0,
Router 2.168.0.25
RT,RIB,
46,0,0,
Router 2.168.0.44
RT,RIB,
46,0,0,
Router 2.168.0.0
RT,RIB,
46,0,0,
Router 2.168.0.45
RT,RIB,
46,0,0,
Router 2.168.0.30
RT,RIB,
46,0,0,
Router 2.168.0.41
RT,RIB,
46,0,0,
Router 2.168.0.2
RT,RIB,
46,0,0,
Router 2.168.0.42
RT,RIB,
46,0,0,
Router 2.168.0.31
RT,RIB,
46,0,0,
Router 2.168.0.43
RT,RIB,
46,0,0,
Router 2.168.0.12
RT,RIB,
46,0,0,
Router 2.168.0.35
RT,RIB,
57,10,0,
Router 2.168.0.33
RT,RIB,
46,0,0,
Router 2.168.0.11
RT,RIB,
46,0,0,
Router 2.168.0.14
RT,RIB,
46,0,0,
Router 2.168.0.36
RT,RIB,
57,10,0,
Router 2.168.0.34
RT,RIB,
46,0,0,
Router 2.168.0.13
RT,RIB,
46,0,0,
Router 2.168.0.17
RT,RIB,
46,0,0,
Router 2.168.0.38
RT,RIB,
46,0,0,
Router 2.168.0.9
RT,RIB,
57,10,0,
Router 2.168.0.7
RT,RIB,
46,0,0,
Router 2.168.0.37
RT,RIB,
46,0,0,
Router 2.168.0.32
RT,RIB,
46,0,0,
Router 2.168.0.10
RT,RIB,
46,0,0,
Router 2.168.0.8
RT,RIB,
46,0,0,
Router 2.168.0.40
RT,RIB,
57,10,0,
Router 2.168.0.39
RT,RIB,
57,10,0,
Router 2.168.0.3
RT,RIB,
46,0,0,
Router 2.168.0.20
RT,RIB,
46,0,0,
Router 2.168.0.28
RT,RIB,
57,10,0,
Router 2.168.0.19
RT,RIB,
46,0,0,
Router 2.168.0.1
RT,RIB,
46,0,0,
Router 2.168.0.16
RT,RIB,
46,0,0,
